order_item_id,order_id,dish_id,quantity,dish_price
251,122,45,1,19.25
252,123,23,1,14.7
253,124,23,1,14.7
254,124,27,1,15.75
255,125,38,1,12.6
256,126,23,1,14.7
257,127,33,1,7.0
258,127,19,1,10.5
259,127,44,1,17.5
260,128,48,1,8.75
261,129,40,1,14.7
262,129,12,1,16.8
263,129,19,1,10.5
264,130,16,1,17.5
265,130,22,1,21.0
266,130,10,1,8.4
267,131,13,1,7.0
268,131,46,1,21.0
269,132,3,1,19.25
270,132,28,1,7.7
271,132,5,1,10.5
272,133,31,1,14.7
273,133,46,1,21.0
274,133,39,1,14.0
275,134,47,1,16.8
276,134,48,1,8.75
277,135,35,1,13.3
278,135,27,1,15.75
279,135,18,1,12.25
280,136,33,1,7.0
281,137,40,1,14.7
282,137,21,1,20.3
283,137,39,1,14.0
284,138,24,1,11.2
285,138,49,1,12.25
286,139,9,1,13.3
287,140,47,1,16.8
288,140,20,1,12.6
289,140,42,1,6.3
290,141,12,1,16.8
291,142,13,1,7.0
292,142,43,1,13.3
293,143,38,1,12.6
294,144,48,1,8.75
295,144,27,1,15.75
296,145,39,1,14.0
297,145,27,1,15.75
298,145,16,1,17.5
299,146,42,1,6.3
300,146,28,1,7.7
301,146,5,1,10.5
302,147,14,1,11.2
303,147,13,1,7.0
304,148,17,1,9.8
305,148,28,1,7.7
306,148,42,1,6.3
307,149,23,1,14.7
308,149,33,1,7.0
309,150,25,1,16.8
310,150,28,1,7.7
311,150,41,1,9.8
312,151,48,1,8.75
313,152,27,1,15.75
314,152,12,1,16.8
315,152,8,1,7.0
316,153,38,1,12.6
317,153,3,1,19.25
318,153,1,1,12.25
319,154,26,1,10.5
320,155,9,1,13.3
321,155,10,1,8.4
322,156,31,1,14.7
323,156,28,1,7.7
324,156,24,1,11.2
325,157,23,1,14.7
326,157,10,1,8.4
327,157,48,1,8.75
328,158,25,1,16.8
329,159,29,1,18.2
330,159,23,1,14.7
331,159,39,1,14.0
332,160,33,1,7.0
333,160,22,1,21.0
334,160,27,1,15.75
335,161,32,1,12.25
336,162,48,1,8.75
337,163,15,1,6.3
338,163,37,1,15.75
339,163,29,1,18.2
340,164,12,1,16.8
341,164,30,1,20.3
342,165,12,1,16.8
343,166,44,1,17.5
344,167,19,1,10.5
345,167,21,1,20.3
346,167,14,1,11.2
347,168,48,1,8.75
348,168,32,1,12.25
349,169,11,1,9.1
350,169,1,1,12.25
351,169,29,1,18.2
352,170,42,1,6.3
353,170,17,1,9.8
354,171,48,1,8.75
355,172,2,1,15.75
356,172,7,1,7.7
357,172,6,1,9.8
358,173,21,1,20.3
359,174,41,1,9.8
360,174,2,1,15.75
361,174,32,1,12.25
362,175,6,1,9.8
363,175,37,1,15.75
364,176,18,1,12.25
365,176,26,1,10.5
366,177,35,1,13.3
367,178,20,1,12.6
368,178,3,1,19.25
369,179,25,1,16.8
370,179,40,1,14.7
371,179,28,1,7.7
372,180,25,1,16.8
373,180,10,1,8.4
374,180,39,1,14.0
375,181,36,1,6.3
376,181,5,1,10.5
377,181,28,1,7.7
378,182,16,1,17.5
379,182,19,1,10.5
380,182,26,1,10.5
381,183,42,1,6.3
382,183,17,1,9.8
383,183,19,1,10.5
384,184,9,1,13.3
385,185,11,1,9.1
386,185,14,1,11.2
387,185,46,1,21.0
388,186,25,1,16.8
389,186,18,1,12.25
390,187,48,1,8.75
391,188,37,1,15.75
392,188,7,1,7.7
393,188,24,1,11.2
394,189,31,1,14.7
395,190,21,1,20.3
396,190,35,1,13.3
397,191,16,1,17.5
398,191,1,1,12.25
399,191,41,1,9.8
400,192,2,1,15.75
401,193,32,1,12.25
402,193,16,1,17.5
403,193,31,1,14.7
404,194,30,1,20.3
405,194,11,1,9.1
406,194,35,1,13.3
407,195,16,1,17.5
408,195,6,1,9.8
409,195,13,1,7.0
410,196,24,1,11.2
411,196,9,1,13.3
412,197,12,1,16.8
413,198,26,1,10.5
414,198,35,1,13.3
415,198,45,1,19.25
416,199,12,1,16.8
417,199,8,1,7.0
418,199,17,1,9.8
419,200,32,1,12.25
420,200,8,1,7.0
421,201,26,1,10.5
422,201,11,1,9.1
423,201,27,1,15.75
424,202,49,1,12.25
425,202,26,1,10.5
426,203,31,1,14.7
427,203,36,1,6.3
428,204,43,1,13.3
429,205,33,1,7.0
430,206,16,1,17.5
431,207,1,1,12.25
432,207,44,1,17.5
433,208,3,1,19.25
434,208,23,1,14.7
435,209,34,1,16.8
436,210,14,1,11.2
437,210,24,1,11.2
438,210,10,1,8.4
439,211,28,1,7.7
440,211,49,1,12.25
441,211,45,1,19.25
442,212,32,1,12.25
443,213,11,1,9.1
444,214,3,1,19.25
445,214,43,1,13.3
446,214,36,1,6.3
447,215,39,1,14.0
448,215,16,1,17.5
449,215,34,1,16.8
450,216,8,1,7.0
451,217,36,1,6.3
452,217,3,1,19.25
453,218,27,1,15.75
454,218,7,1,7.7
455,218,13,1,7.0
456,219,19,1,10.5
457,220,35,1,13.3
458,220,34,1,16.8
459,220,42,1,6.3
460,221,17,1,9.8
461,221,22,1,21.0
462,222,43,1,13.3
463,222,21,1,20.3
464,223,25,1,16.8
465,224,35,1,13.3
466,224,39,1,14.0
467,225,32,1,12.25
468,225,49,1,12.25
469,225,33,1,7.0
470,226,36,1,6.3
471,227,12,1,16.8
472,228,38,1,12.6
473,229,20,1,12.6
474,229,26,1,10.5
475,229,44,1,17.5
476,230,19,1,10.5
477,231,32,1,12.25
478,231,48,1,8.75
479,232,44,1,17.5
480,233,12,1,16.8
481,233,39,1,14.0
482,233,19,1,10.5
483,234,20,1,12.6
484,234,17,1,9.8
485,235,17,1,9.8
486,236,30,1,20.3
487,237,20,1,12.6
488,237,9,1,13.3
489,237,11,1,9.1
490,238,22,1,21.0
491,238,32,1,12.25
492,239,4,1,8.75
493,239,29,1,18.2
494,240,38,1,12.6
495,240,5,1,10.5
496,240,8,1,7.0
497,241,47,1,16.8
498,241,19,1,10.5
499,242,2,1,15.75
500,242,9,1,13.3
501,243,23,1,14.7
502,244,28,1,7.7
503,245,45,1,19.25
504,245,4,1,8.75
505,246,17,1,9.8
506,247,6,1,9.8
507,247,15,1,6.3
508,247,23,1,14.7
509,248,16,1,17.5
510,248,17,1,9.8
511,248,32,1,12.25
512,249,33,1,7.0
513,249,7,1,7.7
514,250,33,1,7.0
515,250,2,1,15.75
516,250,7,1,7.7
517,251,41,1,9.8
518,251,27,1,15.75
519,251,40,1,14.7
520,252,4,1,8.75
521,252,18,1,12.25
522,252,46,1,21.0
523,253,15,1,6.3
524,254,45,1,19.25
525,254,41,1,9.8
526,254,26,1,10.5
527,255,8,1,7.0
528,255,2,1,15.75
529,256,26,1,10.5
530,257,1,1,12.25
531,258,43,1,13.3
532,258,31,1,14.7
533,259,22,1,21.0
534,260,47,1,16.8
535,261,18,1,12.25
536,261,15,1,6.3
537,261,21,1,20.3
538,262,18,1,12.25
539,263,10,1,8.4
540,264,32,1,12.25
541,265,16,1,17.5
542,265,32,1,12.25
543,266,3,1,19.25
544,266,28,1,7.7
545,266,37,1,15.75
546,267,16,1,17.5
547,267,9,1,13.3
548,267,48,1,8.75
549,268,11,1,9.1
550,268,31,1,14.7
551,268,21,1,20.3
552,269,1,1,12.25
553,269,47,1,16.8
554,270,41,1,9.8
555,270,34,1,16.8
556,271,1,1,12.25
557,271,13,1,7.0
558,271,49,1,12.25
559,272,19,1,10.5
560,272,44,1,17.5
561,272,11,1,9.1
562,273,4,1,8.75
563,273,11,1,9.1
564,273,44,1,17.5
565,274,48,1,8.75
566,275,44,1,17.5
567,275,40,1,14.7
568,276,48,1,8.75
569,277,1,1,12.25
570,277,18,1,12.25
571,278,1,1,12.25
572,279,27,1,15.75
573,279,33,1,7.0
574,279,15,1,6.3
575,280,9,1,13.3
576,280,14,1,11.2
577,281,28,1,7.7
578,281,30,1,20.3
579,281,39,1,14.0
580,282,9,1,13.3
581,282,44,1,17.5
582,282,2,1,15.75
583,283,48,1,8.75
584,284,30,1,20.3
585,285,36,1,6.3
586,285,39,1,14.0
587,286,46,1,21.0
588,287,29,1,18.2
589,288,13,1,7.0
590,288,7,1,7.7
591,289,16,1,17.5
592,289,43,1,13.3
593,289,41,1,9.8
594,290,33,1,7.0
595,290,22,1,21.0
596,290,11,1,9.1
597,291,12,1,16.8
598,291,28,1,7.7
599,291,42,1,6.3
600,292,6,1,9.8
601,292,32,1,12.25
602,292,34,1,16.8
603,293,30,1,20.3
604,293,35,1,13.3
605,293,20,1,12.6
606,294,7,1,7.7
607,294,21,1,20.3
608,295,9,1,13.3
609,295,46,1,21.0
610,296,43,1,13.3
611,297,31,1,14.7
612,297,21,1,20.3
613,297,38,1,12.6
614,298,30,1,20.3
615,298,25,1,16.8
616,298,38,1,12.6
617,299,1,1,12.25
618,299,2,1,15.75
619,299,46,1,21.0
620,300,40,1,14.7
621,301,2,1,15.75
622,301,16,1,17.5
623,302,28,1,7.7
624,302,26,1,10.5
625,303,4,1,8.75
626,303,19,1,10.5
627,303,2,1,15.75
628,304,29,1,18.2
629,304,43,1,13.3
630,304,17,1,9.8
631,305,14,1,11.2
632,306,47,1,16.8
633,307,6,1,9.8
634,307,47,1,16.8
635,307,29,1,18.2
636,308,33,1,7.0
637,308,44,1,17.5
638,308,4,1,8.75
639,309,39,1,14.0
640,309,21,1,20.3
641,310,15,1,6.3
642,310,20,1,12.6
643,311,32,1,12.25
644,311,5,1,10.5
645,311,25,1,16.8
646,312,4,1,8.75
647,312,11,1,9.1
648,313,37,1,15.75
649,313,29,1,18.2
650,313,22,1,21.0
651,314,31,1,14.7
652,314,44,1,17.5
653,315,48,1,8.75
654,315,36,1,6.3
655,315,32,1,12.25
656,316,36,1,6.3
657,317,41,1,9.8
658,318,1,1,12.25
659,318,17,1,9.8
660,319,9,1,13.3
661,319,36,1,6.3
662,320,13,1,7.0
663,320,31,1,14.7
664,320,16,1,17.5
665,321,4,1,8.75
666,321,12,1,16.8
667,322,10,1,8.4
668,323,25,1,16.8
669,324,33,1,7.0
670,324,7,1,7.7
671,324,19,1,10.5
672,325,22,1,21.0
673,325,49,1,12.25
674,326,36,1,6.3
675,326,23,1,14.7
676,327,2,1,15.75
677,328,32,1,12.25
678,328,28,1,7.7
679,328,43,1,13.3
680,329,37,1,15.75
681,330,17,1,9.8
682,330,45,1,19.25
683,331,34,1,16.8
684,331,35,1,13.3
685,331,21,1,20.3
686,332,38,1,12.6
687,332,16,1,17.5
688,332,48,1,8.75
689,333,8,1,7.0
690,333,46,1,21.0
691,333,22,1,21.0
692,334,47,1,16.8
693,334,46,1,21.0
694,334,1,1,12.25
695,335,49,1,12.25
696,335,39,1,14.0
697,335,7,1,7.7
698,336,24,1,11.2
699,336,47,1,16.8
700,337,31,1,14.7
701,338,13,1,7.0
702,338,27,1,15.75
703,338,44,1,17.5
704,339,20,1,12.6
705,339,19,1,10.5
706,340,24,1,11.2
707,341,3,1,19.25
708,341,45,1,19.25
709,342,32,1,12.25
710,342,18,1,12.25
711,342,40,1,14.7
712,343,44,1,17.5
713,343,30,1,20.3
714,343,29,1,18.2
715,344,26,1,10.5
716,344,41,1,9.8
717,344,27,1,15.75
718,345,26,1,10.5
719,346,27,1,15.75
720,346,13,1,7.0
721,346,1,1,12.25
722,347,21,1,20.3
723,348,11,1,9.1
724,348,49,1,12.25
725,349,30,1,20.3
726,349,20,1,12.6
727,350,8,1,7.0
728,350,23,1,14.7
729,351,43,1,13.3
730,352,3,1,19.25
731,352,49,1,12.25
732,352,45,1,19.25
733,353,40,1,14.7
734,353,26,1,10.5
735,354,40,1,14.7
736,355,43,1,13.3
737,356,15,1,6.3
738,356,32,1,12.25
739,356,46,1,21.0
740,357,26,1,10.5
741,357,39,1,14.0
742,357,12,1,16.8
743,358,3,1,19.25
744,358,22,1,21.0
745,359,26,1,10.5
746,359,29,1,18.2
747,359,38,1,12.6
748,360,29,1,18.2
749,360,34,1,16.8
750,360,45,1,19.25
751,361,24,1,11.2
752,362,14,1,11.2
753,363,18,1,12.25
754,363,7,1,7.7
755,363,27,1,15.75
756,364,26,1,10.5
757,364,14,1,11.2
758,364,12,1,16.8
759,365,41,1,9.8
760,366,10,1,8.4
761,366,18,1,12.25
762,367,10,1,8.4
763,368,30,1,20.3
764,369,17,1,9.8
765,369,27,1,15.75
766,370,13,1,7.0
767,370,44,1,17.5
768,371,49,1,12.25
769,371,28,1,7.7
770,371,39,1,14.0
771,372,32,1,12.25
772,372,42,1,6.3
773,372,49,1,12.25
774,373,20,1,12.6
775,373,49,1,12.25
776,373,46,1,21.0
777,374,5,1,10.5
778,375,12,1,16.8
779,375,47,1,16.8
780,376,4,1,8.75
781,376,44,1,17.5
782,377,14,1,11.2
783,378,33,1,7.0
784,379,31,1,14.7
785,379,48,1,8.75
786,380,11,1,9.1
787,381,6,1,9.8
788,381,31,1,14.7
789,382,33,1,7.0
790,382,22,1,21.0
791,382,13,1,7.0
792,383,11,1,9.1
793,384,21,1,20.3
794,384,28,1,7.7
795,384,38,1,12.6
796,385,34,1,16.8
797,385,18,1,12.25
798,386,43,1,13.3
799,386,27,1,15.75
800,386,4,1,8.75
801,387,17,1,9.8
802,388,49,1,12.25
803,388,30,1,20.3
804,388,41,1,9.8
805,389,1,1,12.25
806,390,1,1,12.25
807,390,5,1,10.5
808,391,17,1,9.8
809,391,9,1,13.3
810,392,3,1,19.25
811,392,49,1,12.25
812,392,4,1,8.75
813,393,6,1,9.8
814,393,25,1,16.8
815,394,34,1,16.8
816,394,39,1,14.0
817,395,44,1,17.5
818,396,41,1,9.8
819,396,20,1,12.6
820,396,5,1,10.5
821,397,43,1,13.3
822,397,44,1,17.5
823,397,39,1,14.0
824,398,5,1,10.5
825,398,1,1,12.25
826,398,48,1,8.75
827,399,16,1,17.5
828,399,3,1,19.25
829,400,8,1,7.0
830,401,41,1,9.8
831,402,38,1,12.6
832,403,36,1,6.3
833,403,5,1,10.5
834,404,31,1,14.7
835,404,47,1,16.8
836,404,43,1,13.3
837,405,21,1,20.3
838,406,13,1,7.0
839,406,19,1,10.5
840,407,1,1,12.25
841,407,11,1,9.1
842,408,42,1,6.3
843,408,15,1,6.3
844,408,16,1,17.5
845,409,41,1,9.8
846,409,14,1,11.2
847,409,49,1,12.25
848,410,21,1,20.3
849,410,27,1,15.75
850,410,48,1,8.75
851,411,15,1,6.3
852,412,15,1,6.3
853,412,25,1,16.8
854,412,14,1,11.2
855,413,5,1,10.5
856,413,37,1,15.75
857,414,28,1,7.7
858,414,46,1,21.0
859,414,24,1,11.2
860,415,46,1,21.0
861,415,25,1,16.8
862,415,44,1,17.5
863,416,43,1,13.3
864,416,20,1,12.6
865,416,44,1,17.5
866,417,16,1,17.5
867,417,28,1,7.7
868,418,34,1,16.8
869,418,32,1,12.25
870,418,30,1,20.3
871,419,17,1,9.8
872,420,16,1,17.5
873,421,30,1,20.3
874,421,31,1,14.7
875,421,10,1,8.4
876,422,25,1,16.8
877,423,31,1,14.7
878,423,15,1,6.3
879,423,39,1,14.0
880,424,25,1,16.8
881,424,16,1,17.5
882,424,18,1,12.25
883,425,7,1,7.7
884,425,32,1,12.25
885,426,28,1,7.7
886,426,26,1,10.5
887,426,16,1,17.5
888,427,41,1,9.8
889,428,33,1,7.0
890,429,26,1,10.5
891,429,40,1,14.7
892,430,48,1,8.75
893,430,1,1,12.25
894,430,6,1,9.8
895,431,32,1,12.25
896,431,14,1,11.2
897,432,44,1,17.5
898,432,36,1,6.3
899,433,48,1,8.75
900,433,25,1,16.8
901,434,14,1,11.2
902,434,49,1,12.25
903,434,41,1,9.8
904,435,20,1,12.6
905,436,35,1,13.3
906,437,37,1,15.75
907,437,7,1,7.7
908,437,21,1,20.3
909,438,24,1,11.2
910,439,3,1,19.25
911,439,26,1,10.5
912,440,5,1,10.5
913,440,19,1,10.5
914,440,37,1,15.75
915,441,26,1,10.5
916,441,21,1,20.3
917,442,11,1,9.1
918,442,41,1,9.8
919,442,44,1,17.5
920,443,13,1,7.0
921,443,46,1,21.0
922,443,36,1,6.3
923,444,40,1,14.7
924,445,35,1,13.3
925,446,30,1,20.3
926,447,43,1,13.3
927,447,17,1,9.8
928,447,34,1,16.8
929,448,14,1,11.2
930,449,28,1,7.7
931,449,36,1,6.3
932,449,9,1,13.3
933,450,1,1,12.25
934,451,24,1,11.2
935,452,37,1,15.75
936,452,39,1,14.0
937,453,11,1,9.1
938,453,47,1,16.8
939,454,26,1,10.5
940,454,19,1,10.5
941,455,46,1,21.0
942,455,8,1,7.0
943,456,45,1,19.25
944,456,12,1,16.8
945,456,6,1,9.8
946,457,49,1,12.25
947,457,26,1,10.5
948,457,25,1,16.8
949,458,31,1,14.7
950,458,27,1,15.75
951,458,14,1,11.2
952,459,14,1,11.2
953,459,20,1,12.6
954,459,2,1,15.75
955,460,8,1,7.0
956,460,49,1,12.25
957,461,5,1,10.5
958,462,48,1,8.75
959,462,40,1,14.7
960,463,48,1,8.75
961,463,30,1,20.3
962,464,3,1,19.25
963,465,44,1,17.5
964,466,9,1,13.3
965,466,27,1,15.75
966,467,39,1,14.0
967,468,45,1,19.25
968,469,47,1,16.8
969,469,42,1,6.3
970,469,21,1,20.3
971,470,49,1,12.25
972,470,32,1,12.25
973,471,16,1,17.5
974,471,36,1,6.3
975,472,32,1,12.25
976,473,40,1,14.7
977,473,10,1,8.4
978,473,37,1,15.75
979,474,15,1,6.3
980,474,24,1,11.2
981,474,19,1,10.5
982,475,48,1,8.75
983,475,5,1,10.5
984,476,18,1,12.25
985,477,28,1,7.7
986,477,33,1,7.0
987,477,19,1,10.5
988,478,8,1,7.0
989,479,1,1,12.25
990,479,8,1,7.0
991,479,21,1,20.3
992,480,25,1,16.8
993,480,42,1,6.3
994,481,22,1,21.0
995,481,40,1,14.7
996,482,27,1,15.75
997,482,36,1,6.3
998,483,14,1,11.2
999,483,29,1,18.2
1000,484,37,1,15.75
1001,484,11,1,9.1
1002,484,17,1,9.8
1003,485,13,1,7.0
1004,485,33,1,7.0
1005,485,1,1,12.25
1006,486,8,1,7.0
1007,486,12,1,16.8
1008,487,15,1,6.3
1009,487,26,1,10.5
1010,488,27,1,15.75
1011,488,38,1,12.6
1012,489,24,1,11.2
1013,489,13,1,7.0
1014,490,15,1,6.3
1015,490,1,1,12.25
1016,491,13,1,7.0
1017,491,48,1,8.75
1018,491,40,1,14.7
1019,492,31,1,14.7
1020,492,23,1,14.7
1021,492,37,1,15.75
1022,493,2,1,15.75
1023,493,34,1,16.8
1024,494,24,1,11.2
1025,494,36,1,6.3
1026,494,42,1,6.3
1027,495,16,1,17.5
1028,495,38,1,12.6
1029,495,20,1,12.6
1030,496,7,1,7.7
1031,497,45,1,19.25
1032,497,33,1,7.0
1033,498,6,1,9.8
1034,498,35,1,13.3
1035,499,47,1,16.8
1036,500,32,1,12.25
1037,500,28,1,7.7
1038,501,1,1,12.25
1039,501,4,1,8.75
1040,502,46,1,21.0
1041,502,37,1,15.75
1042,502,8,1,7.0
1043,503,40,1,14.7
1044,503,48,1,8.75
1045,503,32,1,12.25
1046,504,46,1,21.0
1047,504,36,1,6.3
1048,505,30,1,20.3
1049,505,47,1,16.8
1050,506,30,1,20.3
1051,506,36,1,6.3
1052,506,19,1,10.5
1053,507,20,1,12.6
1054,507,32,1,12.25
1055,507,13,1,7.0
1056,508,21,1,20.3
1057,508,18,1,12.25
1058,509,15,1,6.3
1059,509,3,1,19.25
1060,509,16,1,17.5
1061,510,2,1,15.75
1062,510,48,1,8.75
1063,510,29,1,18.2
1064,511,9,1,13.3
1065,512,6,1,9.8
1066,512,17,1,9.8
1067,512,16,1,17.5
1068,513,8,1,7.0
1069,513,29,1,18.2
1070,514,44,1,17.5
1071,515,46,1,21.0
1072,516,21,1,20.3
1073,517,39,1,14.0
1074,517,42,1,6.3
1075,518,32,1,12.25
1076,518,29,1,18.2
1077,519,13,1,7.0
1078,519,30,1,20.3
1079,520,15,1,6.3
1080,520,32,1,12.25
1081,520,2,1,15.75
1082,521,3,1,19.25
1083,522,7,1,7.7
1084,523,9,1,13.3
1085,524,36,1,6.3
1086,524,45,1,19.25
1087,524,27,1,15.75
1088,525,20,1,12.6
1089,525,49,1,12.25
1090,526,32,1,12.25
1091,526,38,1,12.6
1092,526,21,1,20.3
1093,527,28,1,7.7
1094,528,1,1,12.25
1095,528,16,1,17.5
1096,528,7,1,7.7
1097,529,16,1,17.5
1098,530,44,1,17.5
1099,530,18,1,12.25
1100,531,32,1,12.25
1101,532,45,1,19.25
1102,533,6,1,9.8
1103,534,29,1,18.2
1104,535,20,1,12.6
1105,535,33,1,7.0
1106,535,37,1,15.75
1107,536,9,1,13.3
1108,537,31,1,14.7
1109,537,21,1,20.3
1110,537,15,1,6.3
1111,538,40,1,14.7
1112,538,7,1,7.7
1113,538,6,1,9.8
1114,539,24,1,11.2
1115,539,22,1,21.0
1116,539,11,1,9.1
1117,540,43,1,13.3
1118,540,8,1,7.0
1119,541,14,1,11.2
1120,542,10,1,8.4
1121,543,43,1,13.3
1122,543,10,1,8.4
1123,543,39,1,14.0
1124,544,24,1,11.2
1125,544,48,1,8.75
1126,544,1,1,12.25
1127,545,47,1,16.8
1128,545,9,1,13.3
1129,546,43,1,13.3
1130,546,9,1,13.3
1131,546,16,1,17.5
1132,547,20,1,12.6
1133,548,45,1,19.25
1134,549,3,1,19.25
1135,549,24,1,11.2
1136,549,8,1,7.0
1137,550,26,1,10.5
1138,551,43,1,13.3
1139,552,29,1,18.2
1140,552,16,1,17.5
1141,552,22,1,21.0
1142,553,47,1,16.8
1143,553,40,1,14.7
1144,553,5,1,10.5
1145,554,22,1,21.0
1146,554,46,1,21.0
1147,554,38,1,12.6
1148,555,39,1,14.0
1149,555,10,1,8.4
1150,555,40,1,14.7
