order_id,user_id,order_time,status,total_amount
45,344,2024-12-01 11:22:19,已出餐,26.6
46,1078,2024-12-01 11:22:53,已出餐,21.0
47,1057,2024-12-01 11:23:38,已出餐,35.0
48,952,2024-12-01 11:24:10,已出餐,49.35
49,488,2024-12-01 11:24:17,已出餐,26.25
50,685,2024-12-01 11:24:27,已出餐,52.85
51,861,2024-12-01 11:24:28,已出餐,10.5
52,47,2024-12-01 11:24:33,已出餐,20.3
53,951,2024-12-01 11:24:48,已出餐,16.8
54,213,2024-12-01 11:25:22,已出餐,10.5
55,414,2024-12-01 11:25:30,已出餐,52.5
56,331,2024-12-01 11:26:56,已出餐,35.35
57,412,2024-12-01 11:27:12,已出餐,14.7
58,1067,2024-12-01 11:27:13,已出餐,46.2
59,797,2024-12-01 11:28:08,已出餐,28.7
60,784,2024-12-01 11:28:30,已出餐,19.6
61,427,2024-12-01 11:28:50,已出餐,30.1
62,885,2024-12-01 11:29:21,已出餐,17.5
63,945,2024-12-01 11:29:29,已出餐,51.8
64,966,2024-12-01 11:29:55,已出餐,21.0
65,897,2024-12-01 11:30:01,已出餐,11.2
66,484,2024-12-01 11:30:15,已出餐,40.25
67,829,2024-12-01 11:30:17,已出餐,22.4
68,494,2024-12-01 11:30:39,已出餐,19.25
69,1081,2024-12-01 11:31:22,已出餐,12.25
70,621,2024-12-01 11:32:13,已出餐,34.3
71,964,2024-12-01 11:34:09,已出餐,22.75
72,755,2024-12-01 11:34:47,已出餐,10.5
73,882,2024-12-01 11:35:34,已出餐,7.0
74,1044,2024-12-01 11:35:41,已出餐,9.1
75,376,2024-12-01 11:35:50,已出餐,38.15
76,946,2024-12-01 11:36:13,已出餐,28.0
77,303,2024-12-01 11:37:26,已出餐,30.45
78,874,2024-12-01 11:37:33,已出餐,30.45
79,162,2024-12-01 11:37:51,已出餐,35.0
80,387,2024-12-01 11:40:55,已出餐,36.75
81,347,2024-12-01 11:41:19,已出餐,26.6
82,574,2024-12-01 11:41:20,已出餐,9.1
83,729,2024-12-01 11:41:40,已出餐,21.0
84,824,2024-12-01 11:42:33,已出餐,43.4
85,830,2024-12-01 11:43:01,已出餐,29.4
86,577,2024-12-01 11:43:33,已出餐,45.5
87,398,2024-12-01 11:44:38,已出餐,45.5
88,255,2024-12-01 11:44:51,已出餐,7.0
89,82,2024-12-01 11:45:38,已出餐,31.5
90,743,2024-12-01 11:45:54,已出餐,47.6
91,170,2024-12-01 11:46:09,已出餐,13.3
92,822,2024-12-01 11:46:29,已出餐,49.0
93,296,2024-12-01 11:47:14,已出餐,28.0
94,117,2024-12-01 11:48:06,已出餐,9.8
95,793,2024-12-01 11:49:03,已出餐,38.5
96,317,2024-12-01 11:49:39,已出餐,18.2
97,305,2024-12-01 11:49:43,已出餐,36.75
98,571,2024-12-01 11:50:01,已出餐,37.8
99,840,2024-12-01 11:50:14,已出餐,19.25
100,289,2024-12-01 11:50:38,已出餐,36.05
101,22,2024-12-01 11:50:43,已出餐,9.8
102,341,2024-12-01 11:50:49,已出餐,15.75
103,542,2024-12-01 11:51:11,已出餐,34.3
104,583,2024-12-01 11:52:00,已出餐,33.6
105,190,2024-12-01 11:53:24,已出餐,29.75
106,301,2024-12-01 11:53:46,已出餐,30.8
107,936,2024-12-01 11:54:51,已出餐,9.8
108,473,2024-12-01 11:54:55,已出餐,24.5
109,660,2024-12-01 11:56:00,已出餐,7.0
110,780,2024-12-01 11:57:25,已出餐,21.0
111,819,2024-12-01 11:57:32,已出餐,16.1
112,654,2024-12-01 11:58:22,已出餐,12.25
113,811,2024-12-01 11:58:28,已出餐,28.7
114,996,2024-12-01 11:59:21,已出餐,29.75
115,343,2024-12-01 11:59:44,已出餐,36.75
116,927,2024-12-01 12:00:05,已出餐,19.25
117,308,2024-12-01 12:00:56,已出餐,18.9
118,957,2024-12-01 12:01:46,已出餐,9.1
119,559,2024-12-01 12:03:03,已出餐,24.5
120,1023,2024-12-01 12:03:08,已出餐,22.4
121,138,2024-12-01 12:04:50,已出餐,9.8
122,922,2024-12-01 12:05:35,已出餐,19.25
123,893,2024-12-01 12:06:59,已出餐,14.7
124,600,2024-12-01 12:07:10,已出餐,30.45
125,319,2024-12-01 12:07:45,已出餐,12.6
126,894,2024-12-01 12:08:10,已出餐,14.7
127,215,2024-12-01 12:09:00,已出餐,35.0
128,590,2024-12-01 12:09:15,已出餐,8.75
129,105,2024-12-01 12:09:18,已出餐,42.0
130,955,2024-12-01 12:09:37,已出餐,46.9
131,61,2024-12-01 12:10:26,已出餐,28.0
132,739,2024-12-01 12:10:54,已出餐,37.45
133,211,2024-12-01 12:11:01,已出餐,49.7
134,1038,2024-12-01 12:12:02,已出餐,25.55
135,157,2024-12-01 12:12:19,已出餐,41.3
136,971,2024-12-01 12:12:26,已出餐,7.0
137,1084,2024-12-01 12:14:00,已出餐,49.0
138,306,2024-12-01 12:14:07,已出餐,23.45
139,477,2024-12-01 12:14:20,已出餐,13.3
140,366,2024-12-01 12:14:34,已出餐,35.7
141,398,2024-12-01 12:15:05,已出餐,16.8
142,894,2024-12-01 12:15:25,已出餐,20.3
143,1075,2024-12-01 12:16:01,已出餐,12.6
144,493,2024-12-01 12:16:02,已出餐,24.5
145,338,2024-12-01 12:16:52,已出餐,47.25
146,210,2024-12-01 12:17:13,已出餐,24.5
147,37,2024-12-01 12:17:21,已出餐,18.2
148,654,2024-12-01 12:17:44,已出餐,23.8
149,960,2024-12-01 12:18:10,已出餐,21.7
150,635,2024-12-01 12:19:13,已出餐,34.3
151,297,2024-12-01 12:19:14,已出餐,8.75
152,677,2024-12-01 12:19:20,已出餐,39.55
153,296,2024-12-01 12:19:31,已出餐,44.1
154,549,2024-12-01 12:19:44,已出餐,10.5
155,757,2024-12-01 12:20:05,已出餐,21.7
156,1038,2024-12-01 12:20:52,已出餐,33.6
157,717,2024-12-01 12:21:18,已出餐,31.85
158,472,2024-12-01 12:22:26,已出餐,16.8
159,207,2024-12-01 12:22:29,已出餐,46.9
160,721,2024-12-01 12:23:15,已出餐,43.75
161,782,2024-12-01 12:23:16,已出餐,12.25
162,648,2024-12-01 12:24:07,已出餐,8.75
163,891,2024-12-01 12:24:45,已出餐,40.25
164,314,2024-12-01 12:25:07,已出餐,37.1
165,1093,2024-12-01 12:25:49,已出餐,16.8
166,123,2024-12-01 12:26:17,已出餐,17.5
167,636,2024-12-01 12:26:48,已出餐,42.0
168,608,2024-12-01 12:27:35,已出餐,21.0
169,35,2024-12-01 12:27:37,已出餐,39.55
170,549,2024-12-01 12:27:57,已出餐,16.1
171,441,2024-12-01 12:27:59,已出餐,8.75
172,555,2024-12-01 12:28:06,已出餐,33.25
173,352,2024-12-01 12:28:10,已出餐,20.3
174,94,2024-12-01 12:28:21,已出餐,37.8
175,514,2024-12-01 12:28:22,已出餐,25.55
176,88,2024-12-01 12:29:19,已出餐,22.75
177,1096,2024-12-01 12:29:33,已出餐,13.3
178,815,2024-12-01 12:29:56,已出餐,31.85
179,789,2024-12-01 12:30:14,已出餐,39.2
180,398,2024-12-01 12:30:38,已出餐,39.2
181,725,2024-12-01 12:30:54,已出餐,24.5
182,227,2024-12-01 12:31:22,已出餐,38.5
183,62,2024-12-01 12:32:16,已出餐,26.6
184,727,2024-12-01 12:32:28,已出餐,13.3
185,147,2024-12-01 12:33:05,已出餐,41.3
186,756,2024-12-01 12:33:18,已出餐,29.05
187,40,2024-12-01 12:33:48,已出餐,8.75
188,128,2024-12-01 12:34:47,已出餐,34.65
189,522,2024-12-01 12:35:03,已出餐,14.7
190,26,2024-12-01 12:35:21,已出餐,33.6
191,761,2024-12-01 12:36:06,已出餐,39.55
192,429,2024-12-01 12:36:25,已出餐,15.75
193,961,2024-12-01 12:36:27,已出餐,44.45
194,216,2024-12-01 12:36:38,已出餐,42.7
195,396,2024-12-01 12:36:38,已出餐,34.3
196,231,2024-12-01 12:37:08,已出餐,24.5
197,1066,2024-12-01 12:37:19,已出餐,16.8
198,238,2024-12-01 12:37:57,已出餐,43.05
199,190,2024-12-01 12:38:09,已出餐,33.6
200,236,2024-12-01 12:38:57,已出餐,19.25
201,612,2024-12-01 12:39:13,已出餐,35.35
202,149,2024-12-01 12:40:20,已出餐,22.75
203,10,2024-12-01 12:40:46,已出餐,21.0
204,702,2024-12-01 12:41:28,已出餐,13.3
205,180,2024-12-01 12:41:31,已出餐,7.0
206,993,2024-12-01 12:41:34,已出餐,17.5
207,25,2024-12-01 12:41:42,已出餐,29.75
208,444,2024-12-01 12:41:59,已出餐,33.95
209,1044,2024-12-01 12:42:23,已出餐,16.8
210,588,2024-12-01 12:42:52,已出餐,30.8
211,907,2024-12-01 12:43:19,已出餐,39.2
212,571,2024-12-01 12:43:26,已出餐,12.25
213,135,2024-12-01 12:43:33,已出餐,9.1
214,59,2024-12-01 12:43:39,已出餐,38.85
215,989,2024-12-01 12:44:01,已出餐,48.3
216,367,2024-12-01 12:44:11,已出餐,7.0
217,1070,2024-12-01 12:45:54,已出餐,25.55
218,945,2024-12-01 12:46:01,已出餐,30.45
219,418,2024-12-01 12:46:05,已出餐,10.5
220,354,2024-12-01 12:46:14,已出餐,36.4
221,516,2024-12-01 12:46:19,已出餐,30.8
222,417,2024-12-01 12:46:39,已出餐,33.6
223,535,2024-12-01 12:47:35,已出餐,16.8
224,326,2024-12-01 12:47:45,已出餐,27.3
225,25,2024-12-01 12:48:01,已出餐,31.5
226,245,2024-12-01 12:48:05,已出餐,6.3
227,51,2024-12-01 12:48:17,已出餐,16.8
228,620,2024-12-01 12:48:23,已出餐,12.6
229,747,2024-12-01 12:48:34,已出餐,40.6
230,774,2024-12-01 12:48:36,已出餐,10.5
231,530,2024-12-01 12:48:37,已出餐,21.0
232,326,2024-12-01 12:49:44,已出餐,17.5
233,38,2024-12-01 12:51:09,已出餐,41.3
234,314,2024-12-01 12:51:12,已出餐,22.4
235,352,2024-12-01 12:51:12,已出餐,9.8
236,821,2024-12-01 12:51:26,已出餐,20.3
237,848,2024-12-01 12:51:52,已出餐,35.0
238,678,2024-12-01 12:52:07,已出餐,33.25
239,843,2024-12-01 12:52:25,已出餐,26.95
240,1080,2024-12-01 12:52:39,已出餐,30.1
241,671,2024-12-01 12:52:40,已出餐,27.3
242,114,2024-12-01 12:53:17,已出餐,29.05
243,757,2024-12-01 12:53:39,已出餐,14.7
244,141,2024-12-01 12:54:01,已出餐,7.7
245,635,2024-12-01 12:54:25,已出餐,28.0
246,553,2024-12-01 12:54:48,已出餐,9.8
247,856,2024-12-01 12:54:56,已出餐,30.8
248,424,2024-12-01 12:55:34,已出餐,39.55
249,649,2024-12-01 12:55:55,已出餐,14.7
250,872,2024-12-01 12:56:17,已出餐,30.45
251,212,2024-12-01 12:56:51,已出餐,40.25
252,644,2024-12-01 12:57:21,已出餐,42.0
253,385,2024-12-01 12:59:23,已出餐,6.3
254,1092,2024-12-01 12:59:42,已出餐,39.55
255,1004,2024-12-01 13:00:00,已出餐,22.75
256,646,2024-12-01 13:00:07,已出餐,10.5
257,215,2024-12-01 13:00:18,已出餐,12.25
258,236,2024-12-01 13:01:16,已出餐,28.0
259,536,2024-12-01 13:01:23,已出餐,21.0
260,872,2024-12-01 13:01:25,已出餐,16.8
261,551,2024-12-01 13:01:46,已出餐,38.85
262,140,2024-12-01 13:01:59,已出餐,12.25
263,146,2024-12-01 13:02:01,已出餐,8.4
264,310,2024-12-01 13:02:02,已出餐,12.25
265,13,2024-12-01 13:02:39,已出餐,29.75
266,233,2024-12-01 13:02:59,已出餐,42.7
267,24,2024-12-01 13:04:24,已出餐,39.55
268,523,2024-12-01 13:04:51,已出餐,44.1
269,340,2024-12-01 13:05:17,已出餐,29.05
270,131,2024-12-01 13:05:23,已出餐,26.6
271,735,2024-12-01 13:05:42,已出餐,31.5
272,1081,2024-12-01 13:05:54,已出餐,37.1
273,1001,2024-12-01 13:06:03,已出餐,35.35
274,660,2024-12-01 13:06:36,已出餐,8.75
275,298,2024-12-01 13:06:48,已出餐,32.2
276,608,2024-12-01 13:07:00,已出餐,8.75
277,1046,2024-12-01 13:07:15,已出餐,24.5
278,105,2024-12-01 13:07:29,已出餐,12.25
279,687,2024-12-01 13:07:34,已出餐,29.05
280,921,2024-12-01 13:07:39,已出餐,24.5
281,342,2024-12-01 13:08:17,已出餐,42.0
282,46,2024-12-01 13:08:22,已出餐,46.55
283,305,2024-12-01 13:08:44,已出餐,8.75
284,285,2024-12-01 13:09:04,已出餐,20.3
285,509,2024-12-01 13:09:37,已出餐,20.3
286,588,2024-12-01 13:09:53,已出餐,21.0
287,315,2024-12-01 13:10:04,已出餐,18.2
288,910,2024-12-01 13:10:05,已出餐,14.7
289,302,2024-12-01 13:10:05,已出餐,40.6
290,983,2024-12-01 13:10:33,已出餐,37.1
291,707,2024-12-01 13:10:51,已出餐,30.8
292,586,2024-12-01 13:10:51,已出餐,38.85
293,809,2024-12-01 13:10:57,已出餐,46.2
294,86,2024-12-01 13:11:08,已出餐,28.0
295,201,2024-12-01 13:11:08,已出餐,34.3
296,747,2024-12-01 13:11:40,已出餐,13.3
297,933,2024-12-01 13:11:52,已出餐,47.6
298,222,2024-12-01 13:11:53,已出餐,49.7
299,513,2024-12-01 13:11:54,已出餐,49.0
300,797,2024-12-01 13:12:38,已出餐,14.7
301,247,2024-12-01 13:12:57,已出餐,33.25
302,1044,2024-12-01 13:13:09,已出餐,18.2
303,76,2024-12-01 13:13:12,已出餐,35.0
304,549,2024-12-01 13:13:28,已出餐,41.3
305,315,2024-12-01 13:13:32,已出餐,11.2
306,1028,2024-12-01 13:13:56,已出餐,16.8
307,895,2024-12-01 13:14:09,已出餐,44.8
308,290,2024-12-01 13:15:11,已出餐,33.25
309,965,2024-12-01 13:15:13,已出餐,34.3
310,655,2024-12-01 13:15:13,已出餐,18.9
311,378,2024-12-01 13:15:24,已出餐,39.55
312,1024,2024-12-01 13:15:40,已出餐,17.85
313,688,2024-12-01 13:16:09,已出餐,54.95
314,367,2024-12-01 13:16:30,已出餐,32.2
315,872,2024-12-01 13:17:34,已出餐,27.3
316,1056,2024-12-01 13:17:50,已出餐,6.3
317,466,2024-12-01 13:17:55,已出餐,9.8
318,259,2024-12-01 13:17:56,已出餐,22.05
319,999,2024-12-01 13:18:09,已出餐,19.6
320,915,2024-12-01 13:18:32,已出餐,39.2
321,478,2024-12-01 13:18:32,已出餐,25.55
322,744,2024-12-01 13:18:40,已出餐,8.4
323,85,2024-12-01 13:19:00,已出餐,16.8
324,393,2024-12-01 13:19:03,已出餐,25.2
325,611,2024-12-01 13:19:04,已出餐,33.25
326,776,2024-12-01 13:19:18,已出餐,21.0
327,944,2024-12-01 13:19:49,已出餐,15.75
328,194,2024-12-01 13:20:07,已出餐,33.25
329,336,2024-12-01 13:20:17,已出餐,15.75
330,1099,2024-12-01 13:20:20,已出餐,29.05
331,86,2024-12-01 13:20:27,已出餐,50.4
332,433,2024-12-01 13:20:59,已出餐,38.85
333,806,2024-12-01 13:21:00,已出餐,49.0
334,530,2024-12-01 13:21:14,已出餐,50.05
335,231,2024-12-01 13:21:15,已出餐,33.95
336,664,2024-12-01 13:21:25,已出餐,28.0
337,427,2024-12-01 13:21:27,已出餐,14.7
338,144,2024-12-01 13:22:07,已出餐,40.25
339,537,2024-12-01 13:22:52,已出餐,23.1
340,52,2024-12-01 13:23:05,已出餐,11.2
341,849,2024-12-01 13:23:16,已出餐,38.5
342,787,2024-12-01 13:23:37,已出餐,39.2
343,287,2024-12-01 13:23:41,已出餐,56.0
344,176,2024-12-01 13:23:45,已出餐,36.05
345,17,2024-12-01 13:23:51,已出餐,10.5
346,656,2024-12-01 13:24:14,已出餐,35.0
347,1028,2024-12-01 13:24:18,已出餐,20.3
348,972,2024-12-01 13:24:38,已出餐,21.35
349,677,2024-12-01 13:24:47,已出餐,32.9
350,470,2024-12-01 13:25:05,已出餐,21.7
351,316,2024-12-01 13:25:26,已出餐,13.3
352,169,2024-12-01 13:26:01,已出餐,50.75
353,996,2024-12-01 13:26:24,已出餐,25.2
354,73,2024-12-01 13:26:27,已出餐,14.7
355,678,2024-12-01 13:26:38,已出餐,13.3
356,968,2024-12-01 13:26:45,已出餐,39.55
357,609,2024-12-01 13:26:53,已出餐,41.3
358,138,2024-12-01 13:26:58,已出餐,40.25
359,1061,2024-12-01 13:27:06,已出餐,41.3
360,493,2024-12-01 13:27:20,已出餐,54.25
361,380,2024-12-01 13:27:30,已出餐,11.2
362,420,2024-12-01 13:27:37,已出餐,11.2
363,961,2024-12-01 13:27:44,已出餐,35.7
364,243,2024-12-01 13:27:47,已出餐,38.5
365,533,2024-12-01 13:28:10,已出餐,9.8
366,834,2024-12-01 13:28:38,已出餐,20.65
367,371,2024-12-01 13:29:01,已出餐,8.4
368,453,2024-12-01 13:29:05,已出餐,20.3
369,53,2024-12-01 13:29:22,已出餐,25.55
370,5,2024-12-01 13:29:35,已出餐,24.5
371,967,2024-12-01 13:29:45,已出餐,33.95
372,418,2024-12-01 17:00:13,已出餐,30.8
373,288,2024-12-01 17:01:40,已出餐,45.85
374,184,2024-12-01 17:01:45,已出餐,10.5
375,56,2024-12-01 17:01:55,已出餐,33.6
376,830,2024-12-01 17:03:56,已出餐,26.25
377,680,2024-12-01 17:04:21,已出餐,11.2
378,909,2024-12-01 17:04:27,已出餐,7.0
379,305,2024-12-01 17:04:38,已出餐,23.45
380,996,2024-12-01 17:05:04,已出餐,9.1
381,765,2024-12-01 17:05:24,已出餐,24.5
382,835,2024-12-01 17:05:24,已出餐,35.0
383,783,2024-12-01 17:05:31,已出餐,9.1
384,306,2024-12-01 17:05:52,已出餐,40.6
385,282,2024-12-01 17:06:52,已出餐,29.05
386,492,2024-12-01 17:07:04,已出餐,37.8
387,513,2024-12-01 17:08:19,已出餐,9.8
388,1088,2024-12-01 17:09:11,已出餐,42.35
389,600,2024-12-01 17:09:19,已出餐,12.25
390,837,2024-12-01 17:09:40,已出餐,22.75
391,182,2024-12-01 17:09:43,已出餐,23.1
392,601,2024-12-01 17:10:27,已出餐,40.25
393,258,2024-12-01 17:12:47,已出餐,26.6
394,588,2024-12-01 17:13:03,已出餐,30.8
395,1063,2024-12-01 17:13:33,已出餐,17.5
396,250,2024-12-01 17:13:44,已出餐,32.9
397,260,2024-12-01 17:14:10,已出餐,44.8
398,550,2024-12-01 17:14:20,已出餐,31.5
399,869,2024-12-01 17:14:35,已出餐,36.75
400,496,2024-12-01 17:14:44,已出餐,7.0
401,972,2024-12-01 17:15:43,已出餐,9.8
402,70,2024-12-01 17:15:45,已出餐,12.6
403,733,2024-12-01 17:16:24,已出餐,16.8
404,156,2024-12-01 17:17:21,已出餐,44.8
405,781,2024-12-01 17:17:34,已出餐,20.3
406,134,2024-12-01 17:17:42,已出餐,17.5
407,529,2024-12-01 17:20:53,已出餐,21.35
408,40,2024-12-01 17:22:08,已出餐,30.1
409,816,2024-12-01 17:23:11,已出餐,33.25
410,657,2024-12-01 17:23:42,已出餐,44.8
411,837,2024-12-01 17:24:42,已出餐,6.3
412,14,2024-12-01 17:25:14,已出餐,34.3
413,858,2024-12-01 17:25:33,已出餐,26.25
414,950,2024-12-01 17:25:55,已出餐,39.9
415,1073,2024-12-01 17:26:46,已出餐,55.3
416,314,2024-12-01 17:27:03,已出餐,43.4
417,553,2024-12-01 17:27:21,已出餐,25.2
418,722,2024-12-01 17:28:37,已出餐,49.35
419,851,2024-12-01 17:29:09,已出餐,9.8
420,986,2024-12-01 17:30:33,已出餐,17.5
421,179,2024-12-01 17:30:34,已出餐,43.4
422,136,2024-12-01 17:30:37,已出餐,16.8
423,144,2024-12-01 17:31:04,已出餐,35.0
424,309,2024-12-01 17:31:08,已出餐,46.55
425,13,2024-12-01 17:31:12,已出餐,19.95
426,236,2024-12-01 17:31:16,已出餐,35.7
427,43,2024-12-01 17:31:57,已出餐,9.8
428,606,2024-12-01 17:34:49,已出餐,7.0
429,698,2024-12-01 17:35:41,已出餐,25.2
430,574,2024-12-01 17:36:19,已出餐,30.8
431,775,2024-12-01 17:36:32,已出餐,23.45
432,1051,2024-12-01 17:37:02,已出餐,23.8
433,732,2024-12-01 17:37:40,已出餐,25.55
434,503,2024-12-01 17:38:03,已出餐,33.25
435,322,2024-12-01 17:39:05,已出餐,12.6
436,101,2024-12-01 17:39:59,已出餐,13.3
437,636,2024-12-01 17:40:49,已出餐,43.75
438,677,2024-12-01 17:41:26,已出餐,11.2
439,375,2024-12-01 17:42:31,已出餐,29.75
440,945,2024-12-01 17:43:32,已出餐,36.75
441,298,2024-12-01 17:45:19,已出餐,30.8
442,857,2024-12-01 17:45:46,已出餐,36.4
443,88,2024-12-01 17:46:03,已出餐,34.3
444,70,2024-12-01 17:46:31,已出餐,14.7
445,87,2024-12-01 17:46:48,已出餐,13.3
446,222,2024-12-01 17:46:57,已出餐,20.3
447,851,2024-12-01 17:48:00,已出餐,39.9
448,288,2024-12-01 17:48:42,已出餐,11.2
449,1087,2024-12-01 17:50:51,已出餐,27.3
450,172,2024-12-01 17:52:52,已出餐,12.25
451,895,2024-12-01 17:52:59,已出餐,11.2
452,660,2024-12-01 17:53:13,已出餐,29.75
453,614,2024-12-01 17:53:30,已出餐,25.9
454,1090,2024-12-01 17:54:52,已出餐,21.0
455,308,2024-12-01 17:56:23,已出餐,28.0
456,469,2024-12-01 17:57:40,已出餐,45.85
457,320,2024-12-01 17:57:46,已出餐,39.55
458,192,2024-12-01 17:58:27,已出餐,41.65
459,1100,2024-12-01 17:58:46,已出餐,39.55
460,525,2024-12-01 17:59:21,已出餐,19.25
461,423,2024-12-01 17:59:40,已出餐,10.5
462,539,2024-12-01 18:00:37,已出餐,23.45
463,326,2024-12-01 18:01:05,已出餐,29.05
464,11,2024-12-01 18:01:06,已出餐,19.25
465,179,2024-12-01 18:01:17,已出餐,17.5
466,862,2024-12-01 18:01:34,已出餐,29.05
467,473,2024-12-01 18:03:09,已出餐,14.0
468,876,2024-12-01 18:03:14,已出餐,19.25
469,760,2024-12-01 18:04:45,已出餐,43.4
470,74,2024-12-01 18:05:05,已出餐,24.5
471,290,2024-12-01 18:05:33,已出餐,23.8
472,125,2024-12-01 18:07:47,已出餐,12.25
473,855,2024-12-01 18:08:25,已出餐,38.85
474,602,2024-12-01 18:08:46,已出餐,28.0
475,441,2024-12-01 18:08:58,已出餐,19.25
476,400,2024-12-01 18:09:03,已出餐,12.25
477,675,2024-12-01 18:09:49,已出餐,25.2
478,1075,2024-12-01 18:10:36,已出餐,7.0
479,48,2024-12-01 18:12:52,已出餐,39.55
480,315,2024-12-01 18:14:02,已出餐,23.1
481,331,2024-12-01 18:14:27,已出餐,35.7
482,709,2024-12-01 18:15:21,已出餐,22.05
483,351,2024-12-01 18:15:21,已出餐,29.4
484,727,2024-12-01 18:15:45,已出餐,34.65
485,382,2024-12-01 18:15:53,已出餐,26.25
486,828,2024-12-01 18:15:55,已出餐,23.8
487,792,2024-12-01 18:16:41,已出餐,16.8
488,379,2024-12-01 18:19:26,已出餐,28.35
489,616,2024-12-01 18:20:07,已出餐,18.2
490,844,2024-12-01 18:20:35,已出餐,18.55
491,171,2024-12-01 18:22:20,已出餐,30.45
492,521,2024-12-01 18:24:12,已出餐,45.15
493,990,2024-12-01 18:24:26,已出餐,32.55
494,90,2024-12-01 18:24:40,已出餐,23.8
495,779,2024-12-01 18:25:35,已出餐,42.7
496,322,2024-12-01 18:25:40,已出餐,7.7
497,374,2024-12-01 18:26:09,已出餐,26.25
498,905,2024-12-01 18:26:16,已出餐,23.1
499,100,2024-12-01 18:28:17,已出餐,16.8
500,1087,2024-12-01 18:28:37,已出餐,19.95
501,733,2024-12-01 18:29:08,已出餐,21.0
502,405,2024-12-01 18:29:14,已出餐,43.75
503,927,2024-12-01 18:30:10,已出餐,35.7
504,116,2024-12-01 18:30:25,已出餐,27.3
505,1099,2024-12-01 18:31:02,已出餐,37.1
506,747,2024-12-01 18:32:18,已出餐,37.1
507,439,2024-12-01 18:32:56,已出餐,31.85
508,1053,2024-12-01 18:33:55,已出餐,32.55
509,648,2024-12-01 18:34:22,已出餐,43.05
510,78,2024-12-01 18:35:48,已出餐,42.7
511,647,2024-12-01 18:37:28,已出餐,13.3
512,800,2024-12-01 18:38:04,已出餐,37.1
513,957,2024-12-01 18:38:07,已出餐,25.2
514,186,2024-12-01 18:39:06,已出餐,17.5
515,260,2024-12-01 18:39:25,已出餐,21.0
516,742,2024-12-01 18:39:49,已出餐,20.3
517,729,2024-12-01 18:39:53,已出餐,20.3
518,318,2024-12-01 18:39:58,已出餐,30.45
519,503,2024-12-01 18:40:21,已出餐,27.3
520,462,2024-12-01 18:40:28,已出餐,34.3
521,799,2024-12-01 18:41:23,已出餐,19.25
522,408,2024-12-01 18:41:52,已出餐,7.7
523,745,2024-12-01 18:42:02,已出餐,13.3
524,299,2024-12-01 18:43:55,已出餐,41.3
525,361,2024-12-01 18:44:10,已出餐,24.85
526,908,2024-12-01 18:44:54,已出餐,45.15
527,154,2024-12-01 18:45:30,已出餐,7.7
528,245,2024-12-01 18:45:39,已出餐,37.45
529,764,2024-12-01 18:45:39,已出餐,17.5
530,883,2024-12-01 18:45:48,已出餐,29.75
531,1025,2024-12-01 18:45:52,已出餐,12.25
532,275,2024-12-01 18:45:53,已出餐,19.25
533,500,2024-12-01 18:46:04,已出餐,9.8
534,573,2024-12-01 18:46:43,已出餐,18.2
535,263,2024-12-01 18:47:12,已出餐,35.35
